arrid,arrname,arrgeopoint,zdaid,lat_left,lon_left,geometry,lon_right,lat_right,temperature
25787,Théâtre de Charenton,"48.823585658843484, 2.410266068336813",45709,48.823585658843484,2.410266068336813,POINT (2.410266068336813 48.823585658843484),2.4116,48.828,24.454836
25786,Théâtre de Charenton,"48.824069344310736, 2.4098655961508966",45709,48.824069344310736,2.4098655961508966,POINT (2.4098655961508966 48.824069344310736),2.4116,48.828,24.454836
37762,Cités Jardins,"48.821053444007575, 2.510836670754085",50256,48.821053444007575,2.510836670754085,POINT (2.510836670754085 48.821053444007575),2.5139,48.83,24.305555
25795,Alexandre Dumas,"48.806867453673604, 2.512331331757931",58492,48.806867453673604,2.512331331757931,POINT (2.512331331757931 48.806867453673604),2.5149,48.808,24.450323
25790,Félix Langlais,"48.82903160930082, 2.4021674639829578",45242,48.82903160930082,2.4021674639829578,POINT (2.4021674639829578 48.82903160930082),2.4116,48.828,24.454836
25794,Docteur Roux - Chambre des Métiers,"48.786008833719855, 2.488231207192729",58364,48.786008833719855,2.488231207192729,POINT (2.488231207192729 48.786008833719855),2.4818,48.785,24.51627
37751,Gustave Goublier,"48.80575274480984, 2.516889439556267",50278,48.80575274480984,2.516889439556267,POINT (2.516889439556267 48.80575274480984),2.5149,48.808,24.450323
37752,Champigny - Saint-Maur RER,"48.80719108069701, 2.510095248421483",473885,48.80719108069701,2.510095248421483,POINT (2.510095248421483 48.80719108069701),2.5149,48.808,24.450323
37746,Arago,"48.79091301787595, 2.510288937459486",52195,48.79091301787595,2.510288937459486,POINT (2.510288937459486 48.79091301787595),2.5159,48.785,24.366354
25897,Hôpital Intercommunal,"48.79714409829014, 2.4637944278087036",50257,48.79714409829014,2.4637944278087036,POINT (2.4637944278087036 48.79714409829014),2.4467,48.806,24.510483
25896,La Fourchette de Champigny,"48.82047866159799, 2.48531876884342",50253,48.82047866159799,2.48531876884342,POINT (2.48531876884342 48.82047866159799),2.4798,48.83,24.414022
23450,Concorde - Cours la Reine,"48.86613815868459, 2.3195010037040946",45678,48.86613815868459,2.3195010037040946,POINT (2.3195010037040946 48.86613815868459),2.3072,48.871,24.38513
428005,42ème de Ligne,"48.81924275529602, 2.482361943044042",42145,48.81924275529602,2.482361943044042,POINT (2.482361943044042 48.81924275529602),2.4798,48.83,24.414022
485189,Doumer - Brossolette,"48.834638743482806, 2.507657549964104",485190,48.834638743482806,2.507657549964104,POINT (2.507657549964104 48.834638743482806),2.5139,48.83,24.305555
463646,Ecole du Breuil,"48.823282492690346, 2.4583498423689725",463644,48.823282492690346,2.4583498423689725,POINT (2.4583498423689725 48.823282492690346),2.4457,48.829,24.403105
490810,École Vétérinaire de Maisons-Alfort-Métro,"48.81456884666646, 2.423986278988035",463901,48.81456884666646,2.423986278988035,POINT (2.423986278988035 48.81456884666646),2.4126,48.806,24.47005
28053,Mortemart (av du Tremblay),"48.82961778581816, 2.4611719081923114",45252,48.82961778581816,2.4611719081923114,POINT (2.4611719081923114 48.82961778581816),2.4457,48.829,24.403105
28063,Eugène Voisin - Marché,"48.81666673757798, 2.467161788009579",58366,48.81666673757798,2.467161788009579,POINT (2.467161788009579 48.81666673757798),2.4808,48.807,24.624565
28074,Place Jean Moulin,"48.79775739310343, 2.5015935697442395",50342,48.79775739310343,2.5015935697442395,POINT (2.5015935697442395 48.79775739310343),2.5149,48.808,24.450323
9995,Victor Hugo,"48.860791253118954, 2.4400496995462686",50200,48.860791253118954,2.4400496995462686,POINT (2.4400496995462686 48.860791253118954),2.4447,48.851,24.281832
28393,Lyon - Ledru Rollin,"48.848792191555816, 2.370911583029175",43895,48.848792191555816,2.370911583029175,POINT (2.370911583029175 48.848792191555816),2.3765,48.85,24.665602
28371,Porte de Vincennes,"48.84722141577095, 2.4103665238018355",473708,48.84722141577095,2.4103665238018355,POINT (2.4103665238018355 48.84722141577095),2.4106,48.851,24.405943
7765,Général de Gaulle,"48.861875857736706, 2.4167024704495175",50198,48.861875857736706,2.4167024704495175,POINT (2.4167024704495175 48.861875857736706),2.4106,48.851,24.405943
7764,Verdun,"48.82018587493407, 2.473840309491373",50197,48.82018587493407,2.473840309491373,POINT (2.473840309491373 48.82018587493407),2.4798,48.83,24.414022
41423,Parc du Tremblay,"48.82804352790969, 2.4940300653339604",44255,48.82804352790969,2.4940300653339604,POINT (2.4940300653339604 48.82804352790969),2.4798,48.83,24.414022
7820,Docteur Armand Brillard,"48.83719171622342, 2.5274291562259505",50370,48.83719171622342,2.5274291562259505,POINT (2.5274291562259505 48.83719171622342),2.5139,48.83,24.305555
7866,Pont de Levallois - Bécon,"48.89674917541454, 2.280636371184182",477685,48.89674917541454,2.280636371184182,POINT (2.280636371184182 48.89674917541454),2.272,48.893,24.27547
28576,Viaduc,"48.835290453208216, 2.4935782625637333",50319,48.835290453208216,2.4935782625637333,POINT (2.4935782625637333 48.835290453208216),2.4798,48.83,24.414022
26016,Hôpital Saint-Camille,"48.83240629830286, 2.5272137051739842",58350,48.83240629830286,2.5272137051739842,POINT (2.5272137051739842 48.83240629830286),2.5139,48.83,24.305555
26021,Rue de la Marne,"48.84045015648746, 2.51910206121634",50365,48.84045015648746,2.51910206121634,POINT (2.51910206121634 48.84045015648746),2.5139,48.83,24.305555
26020,Avenue de Rigny,"48.837929379782075, 2.5184577312283",50364,48.837929379782075,2.5184577312283,POINT (2.5184577312283 48.837929379782075),2.5139,48.83,24.305555
26022,Hôpital Saint-Camille,"48.832671781202315, 2.528396484562476",58350,48.832671781202315,2.528396484562476,POINT (2.528396484562476 48.832671781202315),2.5139,48.83,24.305555
41716,Guy Môquet,"48.81933177679012, 2.5142985232157615",53211,48.81933177679012,2.5142985232157615,POINT (2.5142985232157615 48.81933177679012),2.5139,48.83,24.305555
28726,Garibaldi,"48.79588229275951, 2.4836147389972045",50260,48.79588229275951,2.4836147389972045,POINT (2.4836147389972045 48.79588229275951),2.4808,48.807,24.624565
28726,Garibaldi,"48.79588229275951, 2.4836147389972045",50260,48.79588229275951,2.4836147389972045,POINT (2.4836147389972045 48.79588229275951),2.4818,48.785,24.51627
28798,Charles Floquet - Diderot,"48.81516470422234, 2.481462759883563",42554,48.81516470422234,2.481462759883563,POINT (2.481462759883563 48.81516470422234),2.4808,48.807,24.624565
16905,Terroirs de France,"48.8317019618952, 2.387792090237073",58729,48.8317019618952,2.387792090237073,POINT (2.387792090237073 48.8317019618952),2.3775,48.828,24.588678
26312,Saint-Maur - Servan,"48.85877596667735, 2.3849388160108616",44796,48.85877596667735,2.3849388160108616,POINT (2.3849388160108616 48.85877596667735),2.3765,48.85,24.665602
479093,Fourchette de Bry,"48.82792832925359, 2.5117529217361105",53192,48.82792832925359,2.5117529217361105,POINT (2.5117529217361105 48.82792832925359),2.5139,48.83,24.305555
26399,Paul Bert,"48.84056434869692, 2.481836814931639",50285,48.84056434869692,2.481836814931639,POINT (2.481836814931639 48.84056434869692),2.4798,48.83,24.414022
26373,Marché,"48.85839808913239, 2.4341192535210063",47251,48.85839808913239,2.4341192535210063,POINT (2.4341192535210063 48.85839808913239),2.4447,48.851,24.281832
26375,Marché,"48.85841887378742, 2.4328105784753458",47251,48.85841887378742,2.4328105784753458,POINT (2.4328105784753458 48.85841887378742),2.4447,48.851,24.281832
26422,Pierre Dulac,"48.848809821579884, 2.4611233661943848",57274,48.848809821579884,2.4611233661943848,POINT (2.4611233661943848 48.848809821579884),2.4447,48.851,24.281832
26537,René Panhard,"48.76262345238945, 2.4010097490531273",44608,48.76262345238945,2.4010097490531273,POINT (2.4010097490531273 48.76262345238945),2.4147,48.761,24.359207
26536,Pasteur,"48.767721027753915, 2.4169383334860446",45728,48.767721027753915,2.4169383334860446,POINT (2.4169383334860446 48.767721027753915),2.4147,48.761,24.359207
26576,Les Beaumonts,"48.8539273469468, 2.4532476962181993",50410,48.8539273469468,2.4532476962181993,POINT (2.4532476962181993 48.8539273469468),2.4447,48.851,24.281832
26673,Basfroi,"48.856127275472474, 2.378823336921636",45200,48.856127275472474,2.378823336921636,POINT (2.378823336921636 48.856127275472474),2.3765,48.85,24.665602
24025,Jougla,"48.82255039170894, 2.4736530051857075",51759,48.82255039170894,2.4736530051857075,POINT (2.4736530051857075 48.82255039170894),2.4798,48.83,24.414022
24095,Charles Floquet - Diderot,"48.814761302393656, 2.481766371840266",42554,48.814761302393656,2.481766371840266,POINT (2.481766371840266 48.814761302393656),2.4808,48.807,24.624565
24099,Dagoty,"48.817312107280536, 2.4768518427700212",50849,48.817312107280536,2.4768518427700212,POINT (2.4768518427700212 48.817312107280536),2.4808,48.807,24.624565
24055,Danton,"48.855946667472544, 2.4582556101232105",47233,48.855946667472544,2.4582556101232105,POINT (2.4582556101232105 48.855946667472544),2.4447,48.851,24.281832
24056,Védrines,"48.85607002133976, 2.4616752150523267",47234,48.85607002133976,2.4616752150523267,POINT (2.4616752150523267 48.85607002133976),2.4447,48.851,24.281832
24047,Wilson - Gabriel Péri,"48.85723297135073, 2.4407148909986396",58341,48.85723297135073,2.4407148909986396,POINT (2.4407148909986396 48.85723297135073),2.4447,48.851,24.281832
36133,Georges Halgoult,"48.76071854003117, 2.3995895594816115",51312,48.76071854003117,2.3995895594816115,POINT (2.3995895594816115 48.76071854003117),2.4147,48.761,24.359207
36135,Avenue du Château,"48.844643914207886, 2.437266334494059",45247,48.844643914207886,2.437266334494059,POINT (2.437266334494059 48.844643914207886),2.4447,48.851,24.281832
26938,Marché,"48.81093351397305, 2.510346053485724",44088,48.81093351397305,2.510346053485724,POINT (2.510346053485724 48.81093351397305),2.5149,48.808,24.450323
421409,Gare de Lyon - Maison de la RATP,"48.843197631459844, 2.3742356739374952",473219,48.843197631459844,2.3742356739374952,POINT (2.3742356739374952 48.843197631459844),2.3765,48.85,24.665602
26857,Villiers,"48.88195276739552, 2.3139354044302025",473769,48.88195276739552,2.3139354044302025,POINT (2.3139354044302025 48.88195276739552),2.3072,48.871,24.38513
26863,Anatole France,"48.891517202875406, 2.2854957903291147",463345,48.891517202875406,2.2854957903291147,POINT (2.2854957903291147 48.891517202875406),2.272,48.893,24.27547
36257,Europe,"48.834138275384426, 2.530821773895111",50373,48.834138275384426,2.530821773895111,POINT (2.530821773895111 48.834138275384426),2.5139,48.83,24.305555
494110,Alma Marceau,"48.8647506811854, 2.300353229778433",463344,48.8647506811854,2.300353229778433,POINT (2.300353229778433 48.8647506811854),2.3072,48.871,24.38513
494108,Iena,"48.865054467343136, 2.2954145090573244",470525,48.865054467343136,2.2954145090573244,POINT (2.2954145090573244 48.865054467343136),2.3072,48.871,24.38513
40778,Angélique Compoint,"48.897633028811605, 2.3371760870804636",462822,48.897633028811605,2.3371760870804636,POINT (2.3371760870804636 48.897633028811605),2.3403,48.894,24.366285
493990,Invalides - La Tour-Maubourg,"48.85807763672766, 2.3096701918793836",493991,48.85807763672766,2.3096701918793836,POINT (2.3096701918793836 48.85807763672766),2.3083,48.849,24.330774
493233,Choisy le Roi - Théophile Ducloux,"48.7617716554132, 2.419766489459163",44939,48.7617716554132,2.419766489459163,POINT (2.419766489459163 48.7617716554132),2.4147,48.761,24.359207
493239,Choisy le Roi - Charles Jules Vaillant,"48.75876131166981, 2.4147937924954403",51296,48.75876131166981,2.4147937924954403,POINT (2.4147937924954403 48.75876131166981),2.4147,48.761,24.359207
21697,Quartier du Port,"48.7622809805847, 2.4135571307817374",57713,48.7622809805847,2.4135571307817374,POINT (2.4135571307817374 48.7622809805847),2.4147,48.761,24.359207
493602,Vaugirard,"48.841868165283046, 2.2998701293058557",493603,48.841868165283046,2.2998701293058557,POINT (2.2998701293058557 48.841868165283046),2.3083,48.849,24.330774
7771,Colonel Fabien,"48.77052350310876, 2.484600391308984",50234,48.77052350310876,2.484600391308984,POINT (2.484600391308984 48.77052350310876),2.4828,48.762,24.336353
492751,Asnières-Bords de Seine,"48.91726621915642, 2.3150117719011756",461936,48.91726621915642,2.3150117719011756,POINT (2.3150117719011756 48.91726621915642),2.305,48.916,24.277391
22985,Strasbourg - Saint-Denis,"48.86844214149006, 2.353879166144057",463422,48.86844214149006,2.353879166144057,POINT (2.353879166144057 48.86844214149006),2.3413,48.872,24.605782
29196,Marronniers,"48.76679434674811, 2.4938074476331895",53196,48.76679434674811,2.4938074476331895,POINT (2.4938074476331895 48.76679434674811),2.4828,48.762,24.336353
17221,Cité Sellier,"48.753011047767046, 2.4481835493439",56435,48.753011047767046,2.4481835493439,POINT (2.4481835493439 48.753011047767046),2.4488,48.762,24.333145
29207,Darse Nord 1,"48.782381983893025, 2.496160432660042",58676,48.782381983893025,2.496160432660042,POINT (2.496160432660042 48.782381983893025),2.4818,48.785,24.51627
29206,Moulin Bateau,"48.781698548790565, 2.4940575483124867",50345,48.781698548790565,2.4940575483124867,POINT (2.4940575483124867 48.781698548790565),2.4818,48.785,24.51627
17233,Les Graviers,"48.75280390541513, 2.4539938300936983",56575,48.75280390541513,2.4539938300936983,POINT (2.4539938300936983 48.75280390541513),2.4488,48.762,24.333145
27527,Petits Carreaux,"48.77153726452749, 2.4945234360916295",474136,48.77153726452749,2.4945234360916295,POINT (2.4945234360916295 48.77153726452749),2.4828,48.762,24.336353
35966,Regard,"48.77716320104244, 2.4788601144436044",50228,48.77716320104244,2.4788601144436044,POINT (2.4788601144436044 48.77716320104244),2.4818,48.785,24.51627
462739,Avenue de Choisy,"48.77511200758836, 2.480799306314961",42253,48.77511200758836,2.480799306314961,POINT (2.480799306314961 48.77511200758836),2.4818,48.785,24.51627
420981,Cailloux,"48.89635103719345, 2.306134669028128",51292,48.89635103719345,2.306134669028128,POINT (2.306134669028128 48.89635103719345),2.3061,48.894,24.409426
8063,Rue des Chasses,"48.901224496400964, 2.2921558154176034",50657,48.901224496400964,2.2921558154176034,POINT (2.2921558154176034 48.901224496400964),2.3061,48.894,24.409426
8404,Hôpital Beaujon,"48.90873117489919, 2.307088357673191",51121,48.90873117489919,2.307088357673191,POINT (2.307088357673191 48.90873117489919),2.305,48.916,24.277391
27949,Maison du Peuple,"48.90062536176049, 2.314385004929276",46434,48.90062536176049,2.314385004929276,POINT (2.314385004929276 48.90062536176049),2.3061,48.894,24.409426
484386,Centre Médical de Santé,"48.90156602829035, 2.3106213014757",484387,48.90156602829035,2.3106213014757,POINT (2.3106213014757 48.90156602829035),2.3061,48.894,24.409426
28790,Gabriel Péri,"48.90622306331574, 2.301064531028506",51282,48.90622306331574,2.301064531028506,POINT (2.301064531028506 48.90622306331574),2.305,48.916,24.277391
480764,Gare Saint-Lazare,"48.875502602215754, 2.324668762076965",473234,48.875502602215754,2.324668762076965,POINT (2.324668762076965 48.875502602215754),2.3413,48.872,24.605782
8326,Gare du Nord,"48.880838923532714, 2.3579524145556943",473225,48.880838923532714,2.3579524145556943,POINT (2.3579524145556943 48.880838923532714),2.3413,48.872,24.605782
472157,Solférino - Bellechasse,"48.858110980784886, 2.323381288116772",473748,48.858110980784886,2.323381288116772,POINT (2.323381288116772 48.858110980784886),2.3083,48.849,24.330774
41802,Saint-Augustin,"48.8748637693115, 2.3182690013841367",473238,48.8748637693115,2.3182690013841367,POINT (2.3182690013841367 48.8748637693115),2.3072,48.871,24.38513
493359,Mairie de Clichy - Métro,"48.90370020702483, 2.306432316474821",427333,48.90370020702483,2.306432316474821,POINT (2.306432316474821 48.90370020702483),2.3061,48.894,24.409426
471524,Porte d'Italie,"48.81950069272502, 2.3592252610653897",473457,48.81950069272502,2.3592252610653897,POINT (2.3592252610653897 48.81950069272502),2.3434,48.827,24.336317
22981,Port Royal,"48.83921885596544, 2.336842594505509",473853,48.83921885596544,2.336842594505509,POINT (2.336842594505509 48.83921885596544),2.3424,48.849,24.677244
492316,Kleber,"48.871905814547205, 2.2936040221781155",45440,48.871905814547205,2.2936040221781155,POINT (2.2936040221781155 48.871905814547205),2.3072,48.871,24.38513
22830,Jenner - Jeanne d'Arc,"48.83619109273789, 2.3588565985192114",58743,48.83619109273789,2.3588565985192114,POINT (2.3588565985192114 48.83619109273789),2.3434,48.827,24.336317
